Name	County	Address	Eircode	LatitudeDD	LongatudeDD	Capacity	Tag
Moyglare Nursing Home	Kildare	Moyglare Road, Maynooth	W23HF82	53.39077	-6.5978176	53	moyglare-nursing-home
Mullinahinch House Private Nursing Home	Monaghan	Mullinahinch	H18PR68	54.2507986	-7.0181716	52	mullinahinch-house-private-nursing-home
Mystical Rose Private Nursing Home	Galway	Knockdoemore, Claregalway	H91HK37	53.3716189	-8.9217853	54	mystical-rose-private-nursing-home
Navan Road Community Unit	Dublin	Kempton Housing Estate, Navan Road	D07R864	53.3713528	-6.326317	38	navan-road-community-unit
Nazareth House	Dublin	Malahide Road, Clontarf	D03KW08	53.3711183	-6.2245817	120	nazareth-house-0
Nazareth House	Donegal	Fahan, Lifford	F93VR99	55.0876233	-7.4677137	48	nazareth-house-1
Nazareth House	Cork	Dromahane, Mallow	P51T889	52.1091579	-8.681045	120	nazareth-house
Nazareth House Nursing Home Sligo	Sligo	Church Hill, Sligo Town	F91A243	54.2674137	-8.4828012	70	nazareth-house-nursing-home-sligo
Nenagh Manor Nursing Home	Tipperary	Yewston, Nenagh	E45K280	52.8608787	-8.2066331	50	nenagh-manor-nursing-home
Nephin Nursing Home	Dublin	132 - 134 Navan Road, Cabra	D07X294	53.3646002	-6.308247	62	nephin-nursing-home
Newbrook Nursing Home	Westmeath	Ballymahon Road, Mullingar	N91D232	53.5160331	-7.372708	119	newbrook-nursing-home-0
New Houghton Hospital	Wexford	Hospital Road, New Ross 	Y34K744	52.3893464	-6.9377913	42	new-houghton-hospital
Newpark Care Centre	Dublin	Newpark , The Ward 	D11RW27	53.4490676	-6.3311481	72	newpark-care-centre
New Ross Community Hospital	Wexford	Hospital Road, New Ross 	Y34NH39	52.3896872	-6.93948	35	new-ross-community-hospital
Newtownpark House	Dublin	Newtownpark Avenue, Blackrock	A94KC59	53.2859793	-6.1745034	62	newtownpark-house
Nightingale Nursing Home	Galway	Lowville, Ahascragh, Ballinasloe	H53TY71	53.3912188	-8.3343775	31	nightingale-nursing-home
Northwood Residential Home	Dublin	Old Ballymun Road, Northwood	D09H32H	53.4028433	-6.2632938	120	northwood-residential-home
Norwood Grange	Cork	Ballinora, Waterfall, Near Cork	T12WA47	51.8638424	-8.5797745	30	norwood-grange
Oakdale Nursing Home	Laois	Kilmalogue, Gracefield, Portarlington	R32P025	53.1622092	-7.2056526	58	oakdale-nursing-home
Oakfield Nursing Home	Wexford	Ballinakill, Courtown, Gorey	Y25NX33	52.6353281	-6.2739984	91	oakfield-nursing-home-0
Oaklodge Nursing Home	Cork	Churchtown South, Cloyne	P25FF88	51.8292237	-8.0826544	65	oaklodge-nursing-home
Oak View Nursing Home	Cavan	The Commons, Belturbet	H14A585	54.091628	-7.4250047	61	oak-view-nursing-home
Oakwood Lodge Nursing Home	Dublin	Kilreesk Road, Skephubble, St Margaret's	K67CX23	53.4488178	-6.2948472	45	oakwood-lodge-nursing-home
Oakwood Private Nursing Home	Roscommon	Circular Road, Ballaghaderreen	F45XT27	53.8981157	-8.5816218	64	oakwood-private-nursing-home-0
Oakwood Private Nursing Home	Roscommon	Hawthorn Drive , Athlone Road, Roscommon	F42A528	53.6242685	-8.1653545	56	oakwood-private-nursing-home
Oghill Nursing Home	Kildare	Oghill , Monasterevin	W34YE26	53.1275227	-6.999007	34	oghill-nursing-home
O'Gorman Home	Kilkenny	Castle Street, Ballyragget	R95EC91	52.788602	-7.3325497	12	ogorman-home
Orwell Private	Dublin	112 Orwell Road, Rathgar	D06TN66	53.3061548	-6.2687592	170	orwell-private
Orwell Queen of Peace	Dublin	Garville Avenue, Rathgar	D06F6C4	53.3165729	-6.2726104	46	orwell-queen-peace
Ospideal Pobal Chorca Dhuibhne (West Kerry Community Hospital)	Kerry	Mail Road, Dingle 	V92PF65	52.1364541	-10.2663359	46	ospideal-pobal-chorca-dhuibhne-west-kerry-community-hospital
Our Lady of Fatima Home	Kerry	Our Lady of Fatima Home, Oakpark, Tralee	V92HW58	52.278772	-9.6910664	66	our-lady-fatima-home
Our Lady of Lourdes Care Facility	Kerry	Kilcummin Village, Killarney	V93A279	52.0965819	-9.4699562	66	our-lady-lourdes-care-facility
Our Lady's Manor	Dublin	Bulloch Castle, Dalkey	A96P9C1	53.2843888	-6.1074168	118	our-ladys-manor
Our Lady's Manor Nursing Home	Longford	Edgeworthstown	N39VR04	53.6939482	-7.6063844	61	our-ladys-manor-nursing-home-0
Padre Pio Nursing Home	Tipperary	Graiguenoe, Holycross, Thurles	E41F6F7	52.6381312	-7.8598173	49	padre-pio-nursing-home-0
Padre Pio Nursing Home	Cork	Sunnyside, Upper Rochestown	T12WF29	51.8687761	-8.3676929	25	padre-pio-nursing-home-1
Padre Pio Rest Home	Waterford	Kilderriheen, Cappoquin	P51XH68	52.1405463	-7.8397487	24	padre-pio-rest-home-0
Parke House Nursing Home	Kildare	Boycetown, Kilcock	W23X3NR	53.4089425	-6.6986338	145	parke-house-nursing-home
The Park Nursing Home	Limerick	Plassey Road, Castletroy	V94NN29	52.6660632	-8.5797434	56	park-nursing-home
Patterson's Nursing Home	Tipperary	Lismackin, Roscrea	E53F402	52.9000236	-7.7986408	24	pattersons-nursing-home-0
Peamount Healthcare Older Persons Service	Dublin	Newcastle	D22Y008	53.3181656	-6.4800896	50	peamount-healthcare-older-persons-service-0
Phoenix Park Community Nursing Units	Dublin	St Mary's Hospital, Phoenix Park	D20TY72	53.3498271	-6.3363463	146	phoenix-park-community-nursing-units
Pilgrims Rest Nursing Home	Mayo	Barley Hill, Westport	F28W525	53.8183051	-9.5362224	33	pilgrims-rest-nursing-home
Plunkett Community Nursing Unit	Roscommon	Elphin Street, Boyle	F52HN88	53.9698495	-8.3040884	34	plunkett-community-nursing-unit
Portiuncula Nursing Home	Westmeath	Multyfarnham	N91RW14	53.6287122	-7.3909851	60	portiuncula-nursing-home
Portumna Retirement Village	Galway	St Brendan's Road, Portumna	H53TF88	53.097053	-8.2268951	63	portumna-retirement-village
Powdermill Nursing Home & Care Centre	Cork	Gunpowdermills, Ballincollig	P31XV25	51.8933755	-8.591356	40	powdermill-nursing-home-care-centre
Prague House Care Company Limited By Guarantee	Kilkenny	Chapel Street, Freshford	R95R8EV	52.7311271	-7.3987101	15	prague-house-care-company-limited-guarantee
Queen of Peace Nursing Home	Mayo	Churchfield, Knock	F12A027	53.7883781	-8.9201069	32	queen-peace-nursing-home
Raheen Community Hospital	Clare	Tuamgraney, Scariff	V94AE71	52.8940118	-8.5076352	25	raheen-community-hospital
Raheny Community Nursing Unit	Dublin	St. Joseph's Hospital Campus, Springdale Road, Raheny	D05VR66	53.3829416	-6.1833123	100	raheny-community-nursing-unit
Raheny House Nursing Home	Dublin	476 Howth Road, Raheny	D05TP26	53.3790543	-6.1814789	43	raheny-house-nursing-home
Ramelton Community Hospital	Donegal	Back Road, Ramelton	F92PX58	55.0343956	-7.6483345	30	ramelton-community-hospital
Rathborne Nursing Home	Dublin	Ashtown	D15CAA4	53.3806962	-6.334069	120	rathborne-nursing-home
Rathkeevan Nursing Home	Tipperary	Rathkeevin, Clonmel	E91EW98	52.3727795	-7.7806759	61	rathkeevan-nursing-home
Ratoath Manor Nursing Home	Meath	Ratoath 	A85YW73	53.5061381	-6.4584525	60	ratoath-manor-nursing-home
Regina House Community Nursing Unit	Clare	Cooraclare Road, Kilrush	V15NH28	52.6432422	-9.4844375	30	regina-house-community-nursing-unit
The Residence Portlaoise	Laois	Block B The Maltings, Harpur's Lane, Portlaoise	R32Y7TC	53.0358719	-7.3062997	101	residence-portlaoise
Retreat Nursing Home	Westmeath	Retreat Heights, Bonnavalley, Athlone	N37DK07	53.419778	-7.9160816	37	retreat-nursing-home
Riada House Community Nursing Unit	Offaly	Arden Road, Tullamore	R35NF29	53.2789772	-7.4919589	35	riada-house-community-nursing-unit
Riverdale House Nursing Home	Clare	Blackwater, Ardnacrusha	V94X9N3	52.7149653	-8.5971694	29	riverdale-house-nursing-home
Riverside Nursing Home	Kerry	Milltown, Abbeydorney, Tralee	V92YN92	52.343311	-9.6971624	27	riverside-nursing-home
Riverstick Care Centre	Cork	Riverstick Nursing Home, Curra, Riverstick	P43Y006	51.7696571	-8.4940693	95	riverstick-care-centre
Rivervale Nursing Home	Tipperary	Rathnaleen, Nenagh	E45DX49	52.8723372	-8.1830644	43	rivervale-nursing-home
Rochestown Nursing Home	Cork	Monastery Road, Rochestown	T12FK84	51.8677991	-8.369459	23	rochestown-nursing-home
Rosedale Residential Home	Kilkenny	Rosedale, Upper Kilmacow	X91F750	52.314055	-7.1715527	15	rosedale-residential-home
Roselodge Nursing Home	Westmeath	Killucan	N91PC95	53.5126121	-7.1436913	50	roselodge-nursing-home
Rosemount House Nursing Home	Galway	Garrabeg Road, Church Street, Gort	H91E223	53.0663058	-8.8229779	40	rosemount-house-nursing-home
Rosenalee Care Centre	Cork	Poulavone, Ballincollig	P31HE98	51.8893515	-8.5777441	66	rosenalee-care-centre
Roseville House Nursing Home	Limerick	Killonan, Ballysimon	V94YN81	52.6411242	-8.5284451	39	roseville-house-nursing-home
Roseville Nursing Home	Wicklow	49 Meath Road, Bray	A98XW24	53.1987426	-6.0979742	29	roseville-nursing-home
The Royal Hospital Donnybrook	Dublin	Morehampton Road, Donnybrook	D04HX40	53.3247839	-6.2482371	64	royal-hospital-donnybrook
Rushmore	Galway	Knocknacarra	H91WR26	53.2609787	-9.1070954	23	rushmore
Rush Nursing Home	Dublin	Kenure, Skerries Road, Rush	K56VW68	53.5303414	-6.0935757	56	rush-nursing-home
Ryevale Nursing Home	Kildare	Leixlip	W23DX80	53.368663	-6.4894035	172	ryevale-nursing-home
Sacré Coeur Nursing Home	Tipperary	Station Road, Tipperary Town	E34R227	52.4685876	-8.1602697	26	sacre-coeur-nursing-home
Sacred Heart Hospital	Carlow	Old Dublin Road, Carlow	R93V825	52.8431016	-6.9248745	63	sacred-heart-hospital-0
Sacred Heart Hospital & Care Home	Roscommon	Golf Links Road	F42W866	53.6232497	-8.1841996	75	sacred-heart-hospital-care-home
Sacred Heart Hospital Castlebar	Mayo	Pontoon Road, Castlebar	F23XV38	53.8633528	-9.299006	74	sacred-heart-hospital-castlebar
Sacred Heart Nursing Home	Kilkenny	Crosspatrick, Johnstown	E41EY74	52.7498943	-7.6009398	48	sacred-heart-nursing-home-0
Sacred Heart Residence	Dublin	Little Sisters of the Poor, Sybil Hill Road, Raheny	D05XK58	53.3735738	-6.1951662	85	sacred-heart-residence
Saint Louis Nursing Home	Kerry	1-2 Clonmore, Ballymullen, Tralee	V92AXV1	52.2666557	-9.6980488	25	saint-louis-nursing-home
Sancta Maria Nursing Home	Meath	Parke, Kinnegad	N91XF65	53.4240167	-7.0744477	71	sancta-maria-nursing-home-1
Santa Sabina House	Dublin	Navan Road, Cabra	D07WK25	53.368395	-6.3097646	38	santa-sabina-house
Shannon Lodge Nursing Home	Roscommon	Main Street, Rooskey	N41YE03	53.8315331	-7.9284457	36	shannon-lodge-nursing-home
Sheelin Nursing Home	Cavan	Tonagh, Mountnugent	A82EK53	53.7954257	-7.2823296	30	sheelin-nursing-home
Shrewsbury House Nursing Home	Dublin	164 Clonliffe Road, Drumcondra	D03PF68	53.3626796	-6.2510868	35	shrewsbury-house-nursing-home
SignaCare Bunclody	Wexford	Newtownbarry, Bunclody	Y21E8V0	52.6552695	-6.6558776	62	signacare-bunclody
SignaCare Killerig	Carlow	Killerig	R93V5X8	52.8370661	-6.7888352	45	signacare-killerig
SignaCare New Ross	Wexford	Newtown Commons, New Ross	Y34VX44	52.4051286	-6.922525	62	signacare-new-ross
SignaCare Waterford	Waterford	Rocklands, Ferrybank, Waterford	X91NT3F	52.2607105	-7.097914	64	signacare-waterford
Silvergrove Nursing Home Limited	Meath	Main Street, Clonee 	D15HW82	53.4101113	-6.438119	28	silvergrove-nursing-home-limited
Simpson's Hospital	Dublin	Ballinteer Road, Dundrum	D16P732	53.2859117	-6.2469709	48	simpsons-hospital
Skibbereen Community Hospital	Cork	Coolnagarrane, Skibbereen	P81PY82	51.5627463	-9.2615025	40	skibbereen-community-hospital
Skibbereen Residential Care Centre	Cork	Baltimore Road, Skibbereen	P81V064	51.5393162	-9.2746089	51	skibbereen-residential-care-centre
Sligo Nursing Home	Sligo	Ballytivnan	F91AY17	54.2822668	-8.4674238	62	sligo-nursing-home
Sonas Nursing Home Ard Na Greine	Sligo	Bothar na Cé, Enniscrone	F26AW86	54.212507	-9.0835183	57	sonas-nursing-home-ard-na-greine-0
Sonas Nursing Home Ashborough	Kerry	Lyre Road, Milltown	V93HH92	52.1404889	-9.7180719	58	sonas-nursing-home-ashborough
Sonas Nursing Home Athlone	Westmeath	Cloghanboy, Ballymahon Road, Athlone	N37AC90	53.4307642	-7.9200294	58	sonas-nursing-home-athlone
Sonas Nursing Home Belmullet	Mayo	Tallagh Road, Belmullet	F26HW71	54.2368488	-9.9957002	48	sonas-nursing-home-belmullet
Sonas Nursing Home Carrick-on-Suir	Tipperary	Waterford Road, Carrick-on-Suir	E32D681	52.3421296	-7.4072087	55	sonas-nursing-home-carrick-suir
Sonas Nursing Home Cloverhill	Roscommon	Lisagallan, Cloverhill	F42VW21	53.6546009	-8.260562	57	sonas-nursing-home-cloverhill
Sonas Nursing Home Innis Ree	Roscommon	Ballyleague, Lanesborough	N39R122	53.6751756	-8.0044606	58	sonas-nursing-home-innis-ree
Sonas Nursing Home Knock	Mayo	Ballyhaunis Road, Knock	F12K292	53.7947811	-8.9138621	57	sonas-nursing-home-knock
Sonas Nursing Home Melview	Tipperary	Prior Park, Clonmel	E91XY26	52.3589854	-7.7057661	81	sonas-nursing-home-melview
Sonas Nursing Home Moyridge	Mayo	Ridgepool Road, Ballina	F26HW56	54.1097656	-9.1552646	55	sonas-nursing-home-moyridge
Sonas Nursing Home Riverview	Mayo	Morrison Terrace, Mullauns, Ballina	F26E799	54.1085532	-9.1598521	59	sonas-nursing-home-riverview
Sonas Nursing Home Tullow	Carlow	Shillelagh Road, Tullow	R93R159	52.8055947	-6.7100884	60	sonas-nursing-home-tullow
St Anne's Community Nursing Unit	Galway	Westport Road, Clifden	H71VE89	53.4941989	-10.0248951	22	st-annes-community-nursing-unit
St Anne's Nursing Home	Monaghan	Clones Road, Ballybay	A75K193	54.1293123	-6.9084825	33	st-annes-nursing-home
St. Anthony's Nursing Home	Limerick	Kilduff Castle, Pallasgreen	V94PF76	52.5647515	-8.3309846	61	st-anthonys-nursing-home
St. Anthony's Unit	Tipperary	Glenconnor Road, Clonmel	E91PP20	52.3545212	-7.7209818	18	st-anthonys-unit
St. Attracta's Residence	Mayo	Hagfield, Charlestown 	F12KN36	53.9358106	-8.7939667	70	st-attractas-residence
St Augustine's Community Nursing Unit	Mayo	Cathedral Road, Abbeyhalfquarter, Ballina	F26XN53	54.1137787	-9.1495568	33	st-augustines-community-nursing-unit
St Brendan's Community Nursing Unit	Galway	Lake Road, Loughrea	H62ND89	53.1894175	-8.5638446	100	st-brendans-community-nursing-unit
St. Brendan's High Support Unit	Mayo	Mulranny, Westport	F28A386	53.9074684	-9.7672355	25	st-brendans-high-support-unit
St Brigid's Hospital	Laois	Shaen, Portlaoise	R32FD60	53.0779097	-7.2501441	23	st-brigids-hospital-0
St Camillus Community Hospital	Limerick	Shelbourne Road	V945V24	52.6687296	-8.641005	73	st-camillus-community-hospital
St. Camillus Community Nursing Unit	Limerick	Shelbourne Road	V945V24	52.6687296	-8.641005	50	st-camillus-community-nursing-unit
St Camillus Nursing Centre	Westmeath	Killucan	N91VF51	53.5062158	-7.1507775	57	st-camillus-nursing-centre
St Carthage's House	Waterford	Townspark East, Lismore	P51V320	52.1308864	-7.9313826	42	st-carthages-house
St Catherine's Nursing Home	Limerick	Bothar Buí, Newcastle West	V42PR80	52.4474374	-9.0603373	73	st-catherines-nursing-home-0
St Colman's Residential Care Centre	Wicklow	Ballinderry Road, Rathdrum	A67AK06	52.9338184	-6.2397826	92	st-colmans-residential-care-centre
St Colmcille's Nursing Home	Meath	Oldcastle Road, Towns Park, Kells	A82D902	53.7278482	-6.8945408	42	st-colmcilles-nursing-home-0
St Columban's Nursing Home	Wicklow	Magheramore	A67HY02	52.9357085	-6.0326702	24	st-columbans-nursing-home
St Columban's Retirement Home	Meath	Dalgan Park, Navan	C15AY2Y	53.6087463	-6.6315384	32	st-columbans-retirement-home
St Columba's Hospital	Kilkenny	Cloughabrody, Thomastown	R95YY96	52.5304343	-7.1320009	45	st-columbas-hospital
St Conlon's Community Nursing Unit	Tipperary	Church Road, Nenagh	E45NW66	52.8668821	-8.1993352	25	st-conlons-community-nursing-unit
St David's Nursing Home	Galway	Gentian Hill, Knocknacarra, Salthill	H91EA46	53.2579034	-9.1085536	18	st-davids-nursing-home
St. Dominic Savio Nursing Home	Clare	Cahilly, Liscannor	V95Y927	52.9451584	-9.4002664	28	st-dominic-savio-nursing-home
St Doolagh's Park Care and Rehabilitation Centre	Dublin	Malahide Road	D17YE97	53.4136661	-6.175401	72	st-doolaghs-park-care-and-rehabilitation-centre
St Elizabeth's Nursing Home	Meath	Kells Road, Athboy	C15EE63	53.6248581	-6.9096849	36	st-elizabeths-nursing-home
Stella Maris Nursing Home	Galway	Cummer, Tuam	H54C992	53.4627336	-8.897436	43	stella-maris-nursing-home
St. Eunan's Nursing Home	Donegal	Rough Park, Ramelton Road, Letterkenny	F92FP21	54.9770873	-7.6794775	42	st-eunans-nursing-home
St Fiacc's House	Carlow	Killeshin Road, Graiguecullen	R93D825	52.837184733326005	-6.94210190411705	17	st-fiaccs-house
St Finbarr's Hospital	Cork	Douglas Road	T12XH60	51.8890278	-8.4598393	73	st-finbarrs-hospital
